CONCEPTID	CONCEPTSTATUS	FULLYSPECIFIEDNAME	CTV3ID	SNOMEDID	ISPRIMITIVE
57775008	0	Appendiceal mucous membrane structure (body structure)	XUGrO	T-59205	1
58184002	0	Recurrent disease (disorder)	XUGwL	DF-00160	0
58188004	0	Traumatic arthropathy (disorder)	N061.	D1-21300	0
58675001	0	Upper respiratory tract structure (body structure)	Xa17t	T-20100	1
58800005	0	Genus Streptococcus (organism)	X73GG	L-25100	1
58909005	0	Amputated structure (morphologic abnormality)	XUH5B	M-17000	1
59091005	0	Open wound (morphologic abnormality)	XUH7Q	M-14010	1
59183004	0	Lower genitourinary tract structure (body structure)	XS0r9	T-70230	1
59206002	0	Gram-positive coccus (organism)	XUH8r	L-10020	1
59261009	0	Oral contraceptive preparation (product)	XUH9U	C-A0700	1
59621000	0	Essential hypertension (disorder)	XE0Uc	D3-02100	1
59820001	0	Blood vessel structure (body structure)	Xa1Jy	T-40000	1
60134006	0	Life style (life style)	XUHJk	S-30000	1
60184004	0	Sigmoid colon structure (body structure)	7N315	T-59470	1
60413009	0	Thoracic cage structure (body structure)	7NA6.	T-11200	1
60859004	0	Structure of base of left lung (body structure)	XUHSQ	T-28520	0
61268003	0	Gastrointestinal contents (substance)	XUHXU	T-50160	1
61379005	0	Structure of left side of trunk (body structure)	XS0Id	T-D2022	0
61685007	0	Lower limb structure (body structure)	Xa1Z9	T-D9000	1
61747003	0	Joint structure of trunk (body structure)	XUHda	T-15600	1
62014003	0	Adverse reaction to drug (disorder)	Xa1zr	DF-10010	0
62059006	0	Gastric contents (substance)	X79bb	T-57640	1
62175007	0	Right lower extremity structure (body structure)	XS0BE	T-D9010	0
62258005	0	Resection of diverticulum (procedure)	XUHjm	P1-03220	0
62300007	0	Subphylum Mastigophora (organism)	X73nn	L-50100	1
62315008	0	Diarrhea (finding)	19F2.	F-54400	1
62479008	0	Acquired immune deficiency syndrome (AIDS) (disorder)	XE0RX	DE-36310	1
62816002	0	Lower male genitourinary tract structure (body structure)	XS0sh	T-90110	1
62834003	0	Upper gastrointestinal tract structure (body structure)	Xa1G6	T-50110	1
62907002	0	Respiratory complication (disorder)	XUHrR	DD-66940	1
62972009	0	Extraction (procedure)	XUHsE	P1-0E300	0
63082002	0	Structure of maxillary artery (body structure)	XUHtS	T-45280	1
63130001	0	Surgical scar (morphologic abnormality)	XUHu0	M-78280	1
63158009	0	Lactation, function (observable entity)	Xa9H3	F-8A020	1
63215004	0	Structure of anterior basal segment of left lower lobe of lung (body structure)	XU8x9	T-28720	1
63337009	0	Lower trunk structure (body structure)	XUHwY	T-D2020	1
63398001	0	Bacterial infection due to Pseudomonas (disorder)	A3B7.	DE-19150	0
63653004	0	Biomedical device (physical object)	Xa9aF	A-10000	1
63698005	0	Anterior chest wall structure (body structure)	XU9H2	T-D3052	1
64033007	0	Kidney structure (body structure)	XM0Pw	T-71000	1
64331004	0	Synovial membrane structure (body structure)	XUI8s	T-15004	1
64344009	0	Structure of neck of urinary bladder (body structure)	X7565	T-74400	1
64572001	0	Disease (disorder)	X0003	DF-00000	1
64597002	0	Destructive procedure (procedure)	XUIC9	P1-0C000	0
64709009	0	Dead space air (substance)	XUIDS	T-20420	1
64856004	0	Digestive system fluid (substance)	XM0Ev	T-50150	1
65093003	0	Disease due to Orthomyxoviridae (disorder)	XUII1	DE-34000	0
65119002	0	Genus Staphylococcus (organism)	X73Eq	L-24800	1
65216001	0	Cerebrospinal fluid (substance)	7N0B1	T-A1000	1
65413006	0	Caries (morphologic abnormality)	XUILu	M-54210	1
65502005	0	Epinephrine preparation (product)	k82..	C-68060	1
65628000	0	Skin agent (product)	x01El	C-90000	1
65801008	0	Excision (procedure)	XUIQd	P1-03000	0
65818007	0	Stent, device (physical object)	X79lD	A-25500	1
65978000	0	Injury of chest wall (disorder)	XUISd	DD-00212	0
66014000	0	Female genitourinary system structure (body structure)	XS1CN	T-80100	1
66019005	0	Limb structure (body structure)	Xa1Z8	T-D0300	1
66415006	0	Audiometric testing equipment (physical object)	XUIYH	A-93290	1
66419000	0	Structure of sternal region (body structure)	XUIYL	T-D3135	1
66523006	0	Female reproductive function (observable entity)	XUIZZ	F-80700	1
66572004	0	Standard white marked pearl platinum fox (organism)	XUIa9	L-81709	1
66579008	0	Disorder of peritoneum (disorder)	X309a	D5-70000	0
66680001	0	Fracture, open, comminuted (morphologic abnormality)	XS2TP	M-12290	1
66754008	0	Appendix structure (body structure)	XaFkq	T-59200	1
66953006	0	Ascaris (organism)	XC0Tq	L-56200	1
67314002	0	Diagnostic procedure on joint structures (procedure)	XUIj6	P1-10012	1
67328008	0	Structure of soft tissues of lower extremity (body structure)	XUIjG	T-D9660	1
67602004	0	Acute peritonitis (disorder)	XUImc	D5-70108	0
67734004	0	Upper trunk structure (body structure)	XUIoF	T-D2010	1
67794001	0	Poisoning by drug acting on the respiratory system (disorder)	Xa53U	DD-82700	1
67822003	0	Child (person)	XUIpN	S-10170	1
67866001	0	Insulin (substance)	X795r	F-B6010	1
68367000	0	Thigh structure (body structure)	XUIwC	T-D9100	1
68386008	0	Removal of foreign body of trunk (procedure)	XUIwV	P1-12359	0
68526006	0	Removal of device from abdomen (procedure)	XUIyC	P1-B6540	0
68534000	0	Intestinal mucous membrane structure (body structure)	XS11N	T-50510	1
68930004	0	Structure of deep temporal artery (body structure)	XUJ3B	T-45293	1
69105007	0	Carotid artery structure (body structure)	XU8yU	T-45010	1
69536005	0	Head structure (body structure)	Xa1gv	T-D1100	1
69548008	0	Lower body part structure (body structure)	XUJAh	T-D0014	1
69608005	0	Middle mediastinum structure (body structure)	X74Y4	T-D3330	1
69778002	0	Structure of soft tissues of abdomen (body structure)	XUJDV	T-D4020	1
69909000	0	Eclampsia added to pre-existing hypertension (disorder)	XUJFG	D8-11272	1
69948000	0	Both ankles (body structure)	XS0Bf	T-D9580	1
70104002	0	Upper body part structure (body structure)	XUJHj	T-D0013	1
70581004	0	Structure of spheroidal joint (body structure)	XUJNc	T-15040	1
71341001	0	Bone structure of femur (body structure)	XM0RJ	T-12710	1
71388002	0	Procedure (procedure)	XUJXR	P0-00000	1
71620000	0	Fracture of femur (disorder)	XA0HC	DD-13100	0
71854001	0	Colon structure (body structure)	Xa1Fw	T-59300	1
71892000	0	Cardiac asthma (disorder)	XUJdm	D3-16110	1
71934003	0	Genital structure (body structure)	Xa1p5	T-70250	1
72001000	0	Bone structure of lower limb (body structure)	XM0RI	T-12700	1
72048003	0	Acute appendicitis without peritonitis (disorder)	J202.	D5-46200	1
72410000	0	Mediastinal structure (body structure)	XM0Oa	T-D3300	1
72592005	0	Structure of left colic flexure (body structure)	XUJmM	T-59442	1
72674008	0	Bronchopulmonary segment structure (body structure)	X757T	T-280D0	1
72696002	0	Knee region structure (body structure)	Xa9oM	T-D9200	1
72704001	0	Fracture (morphologic abnormality)	XS2Ti	M-12000	1
73093001	0	Neomycin (product)	x01HJ	C-52550	1
73211009	0	Diabetes mellitus (disorder)	C10..	DB-61000	1
73220000	0	Structure of flat bone (body structure)	XUJtw	T-11018	1
73410007	0	Benign secondary renovascular hypertension (disorder)	XUJwR	D3-02211	1
73879007	5	Nausea (finding)	X75qw	F-52760	1
74400008	0	Appendicitis (disorder)	Xa9C4	D5-46100	0
74627003	0	Diabetic complication (disorder)	XUKBL	DB-61500	0
74943008	0	Operation on trunk (procedure)	XUKFD	P1-12030	0
74947009	0	Gaseous substance (substance)	X799E	C-10080	1
75025002	0	Adrenal medullary hormone (substance)	XUKGE	F-B2100	1
75032006	0	Genus Klebsiella (organism)	X73KE	L-16000	1
75150001	0	Renal disease in pregnancy AND/OR puerperium without hypertension (disorder)	XUKHd	D8-14150	1
75325006	0	Removal of cystostomy tube (procedure)	7B2C2	P1-74508	0
75367002	0	Blood pressure (observable entity)	XUKKF	F-31000	1
75472005	0	Structure of segment of left lung (body structure)	XUKLS	T-28560	0
75478009	0	Poisoning (disorder)	XE1oH	DD-80000	1
75567003	0	Anterior closed dislocation (morphologic abnormality)	XUKMa	M-13101	1
75570004	0	Viral pneumonia (disorder)	XE0YG	DE-30015	1
75753009	0	Blood clot (morphologic abnormality)	XC0Pp	M-35000	1
75858005	0	Serous membrane structure (body structure)	XUKQB	T-1A110	1
75924001	0	Urinary cystotomy for excision of bladder diverticulum (procedure)	7B210	P1-74314	0
75934005	0	Metabolic disease (disorder)	Cyu8.	D6-00000	1
76069003	0	Disorder of bone (disorder)	XUKSn	D1-60000	0
76164006	0	Biopsy of colon (procedure)	Xa9U2	P1-57360	0
76186007	2	Excision of pelvic tissue (procedure)	XUKU6	P1-B9340	1
76644002	0	Antipyretic (substance)	XaDZM	C-60120	1
76712006	0	Disorder of digestive organ (disorder)	XUKai	D5-00040	0
76933008	0	Physical contact (physical force)	XUKdL	A-A1010	1
77309002	0	Coliform bacteria (organism)	XE2vF	L-10035	1
77588008	0	Exposure to animate mechanical force (event)	U12..	A-A2600	1
77622001	0	Family Retroviridae (organism)	X73kU	L-34600	1
77899000	0	Drug solution (qualifier value)	XUKos	C-50660	1
77993003	0	Exposure to attack by other person (event)	XUKq8	A-A2610	1
78133002	0	Endoscopic excision of lesion of large intestine (procedure)	XUKrp	P1-57703	0
78564009	0	Pulse rate (observable entity)	X773s	F-31610	1
78621006	0	Physical force (physical force)	XUKxw	A-80000	1
78696007	0	Endocrine pancreatic structure (body structure)	Xa1Ij	T-B9000	1
78904004	0	Chest wall structure (body structure)	Xa1SZ	T-D3050	1
79357004	0	Leishmania (organism)	X73nR	L-50460	1
79440004	0	Corticoid preparation (product)	x002V	C-A0102	1
79580006	0	Adrenal hormone (substance)	XaDpf	F-B2000	1
79654002	0	Edema (morphologic abnormality)	X78zV	M-36300	1
79688008	0	Respiratory obstruction (disorder)	XM05Q	D2-00060	0
79787007	0	Disorder of lower gastrointestinal tract (disorder)	XULCa	D5-00030	0
79996001	0	Fluid pressure (observable entity)	XULF6	F-60780	1
80032004	0	Fire (physical force)	XULFX	A-80310	1
80050006	0	Endoscopic biopsy of large intestine (procedure)	XULFl	P1-57701	0
80114002	0	Structure of retrocecal appendix (body structure)	XULGQ	T-59260	1
80146002	0	Appendectomy (procedure)	X20Wz	P1-57450	0
80266002	0	Minor pelvis structure (body structure)	XS0Li	T-D6220	1
80612004	0	Leishmaniasis (disorder)	A85..	DE-55500	0
80891009	0	Heart structure (body structure)	XULPo	T-32000	1
80917008	0	Toxin (substance)	X79DC	C-00224	1
81087007	0	Articular system structure (body structure)	XS02Q	T-15000	1
81325006	0	Gram-negative bacterium (organism)	Xa853	L-10024	1
81405006	0	Open wound of upper limb (disorder)	XE1mY	DD-33000	0
81612006	0	Surgical amputated structure (morphologic abnormality)	XULYf	M-17020	1
81922002	0	Rectosigmoid structure (body structure)	XULcE	T-59680	1
82035006	0	Resection of polyp (procedure)	XULda	P1-03210	0
82094008	0	Lower respiratory tract structure (body structure)	Xa17u	T-20200	1
82407001	0	Structure of bronchus of left lower lobe (body structure)	XU8wN	T-26700	0
82568006	0	Pelvic genital structure (body structure)	XS0Le	T-D6150	1
82799009	0	Cardiac output (observable entity)	33B6.	F-32100	1
82832008	0	General body state finding (finding)	X76AT	F-06000	1
82849001	0	Retroperitoneal structure (body structure)	Xa1ba	T-D4900	1
82874003	0	Operation on colon (procedure)	X20X8	P1-57060	0
82968002	0	Mouse (organism)	X79ow	L-81300	1
83045001	0	Cocci (organism)	XULqF	L-10014	1
83059008	0	Tube, device (physical object)	X79lP	A-26400	1
83208000	0	Exposure to mechanical force (event)	XULsK	A-A2000	1
83670000	0	Peritoneal cavity structure (body structure)	Xa1Vb	T-D4425	1
83908009	0	Abdominal wall structure (body structure)	Xa1SY	T-D4300	1
84114007	0	Heart failure (disorder)	G58..	D3-16000	1
84410009	0	Disorder of digestive tract (disorder)	XUM7D	D5-00010	0
84439009	0	Skin antibiotic (product)	XUM7Y	C-90600	1
84635008	0	Disease process or condition education (procedure)	XUMA6	PA-60004	1
85107002	0	Calculating machine operator (occupation)	07D2.	J-34130	1
85189001	0	Acute appendicitis (disorder)	J20..	D5-46210	0
85232009	0	Left heart failure (disorder)	XE2QG	D3-16017	0
85293002	0	Interstitial tissue (body structure)	XUMJV	T-1A007	1
85417000	0	Autonomic drug (product)	XUMLG	C-67000	1
85421007	0	Structure of right half of body (body structure)	XUMLJ	T-D0016	0
85537004	0	Glenohumeral joint structure (body structure)	Xa1Q7	T-15411	1
85756007	0	Body tissue structure (body structure)	XUMPr	T-D0050	1
85769006	0	Streptococcal infectious disease (disorder)	A3B0.	DE-14200	0
85919009	0	Disorder of intestine (disorder)	X302f	D5-40000	0
85921004	0	Puncture procedure (procedure)	XUMS9	P1-01100	0
86049000	0	Malignant neoplasm, primary (morphologic abnormality)	BB02.	M-80003	1
86088003	0	Centesis (procedure)	XUMUT	P1-01130	0
86273004	0	Biopsy (procedure)	XUMWh	P1-03100	0
86308005	0	Sympathomimetic agent (product)	x01CX	C-68000	1
86406008	0	Human immunodeficiency virus infection (disorder)	X70M6	DE-36300	0
86508006	0	High humidity (physical force)	Xa3DM	A-80243	1
86598002	0	Structure of apex of lung (body structure)	XUMb1	T-280A0	1
86762007	0	Structure of digestive system (body structure)	X754C	T-50000	1
86967005	0	Tool, device (physical object)	XUMff	A-45500	1
87172008	0	Gram-negative bacillus (organism)	X73JU	L-10025	1
87279008	0	Excision of lesion of colon (procedure)	XaBAX	P1-57362	0
87281005	0	Death from overwork (event)	XUMjk	DF-D0070	0
87568004	0	Hormone (substance)	XUMn8	F-B0000	1
87628006	0	Bacterial infectious disease (disorder)	X70Gv	DE-10000	0
87642003	0	Dislocation (morphologic abnormality)	XUMnx	M-13000	1
87759004	0	Female internal genitalia structure (body structure)	XS1CM	T-80020	1
87784001	0	Soft tissues (body structure)	XUMpi	T-1A000	1
87858002	0	Drug-related disorder (disorder)	XUMqg	DF-10000	0
87878005	0	Left ventricular structure (body structure)	XM0PV	T-32600	1
87953007	0	Ureteric structure (body structure)	XM0Px	T-73000	1
88111009	0	Altered bowel function (finding)	19EA.	F-54212	0
88230002	0	Disorder of skeletal system (disorder)	XUMvK	D1-00100	0
88878007	0	Protein (substance)	X797z	F-62000	1
88928006	0	Structure of synovial tissue of joint (body structure)	XUN4N	T-15003	1
89187006	0	Airway structure (body structure)	Xa1DY	T-20001	1
89309003	0	Organic sulfur compound (substance)	Xa7Mt	C-22000	1
89545001	0	Face structure (body structure)	XaADe	T-D1200	1
89587004	0	Removal of foreign body from abdominal cavity (procedure)	X40bo	P1-B6309	0
89837001	0	Urinary bladder structure (body structure)	XM0Py	T-74000	1
90131007	0	Arthrocentesis (procedure)	Xa84w	P1-10120	0
90264002	0	Male genital structure (body structure)	7N52.	T-90000	1
90332006	0	Acetaminophen (product)	di2..	C-60130	1
90412006	0	Colonoscope, device (physical object)	XUNMw	A-2B040	1
90572001	0	Structure of lower lobe of lung (body structure)	XUNOq	T-28830	1
90708001	0	Kidney disease (disorder)	X30Hc	D7-11000	0
90734009	0	Chronic (qualifier value)	X78te	G-A270	1
90780006	0	Entire bone (organ) (body structure)	Xa8So	T-11001	1
90821003	0	Complication related to pregnancy (disorder)	XUNSD	D8-10000	1
91159003	0	Structure of auditory system (body structure)	XaCFu	T-A0060	1
91175000	0	Seizure (finding)	XaEHz	F-A7100	1
91251008	0	Physical therapy procedure (regime/therapy)	Xa9EJ	P7-00060	1
91689009	0	Body system structure (body structure)	Xa1gC	T-D0046	1
91690000	0	Entire subdivision of organ system (body structure)	XUNd8	T-D0047	1
91717005	0	Organ part (body structure)	XS0uy	T-D0063	1
91720002	0	Body substance (substance)	XaDtz	T-D0080	1
91721003	0	Anatomical spatial entity (body structure)	XUNdQ	T-D00A0	1
91722005	0	Physical anatomical entity (body structure)	XUNdR	T-D0004	1
91723000	0	Anatomical structure (body structure)	XUNdS	T-D0005	1
91724006	0	Tracheobronchial structure (body structure)	Xa17v	T-20210	1
91725007	0	Serous sac structure (body structure)	XUNdT	T-1A112	1
91744000	0	Cardiac chamber structure (body structure)	XaDy6	T-32081	1
91805003	0	Anatomical feature (body structure)	XUNeO	T-D00A2	1
91806002	0	Body cavity structure (body structure)	Xa1Va	T-D00A3	1
91807006	0	Structure of body cavity subdivision (body structure)	XUNeP	T-D00A4	1
91808001	0	Organ cavity structure (body structure)	XS0v5	T-D00A5	1
91809009	0	Structure of serous cavity (body structure)	XUNeQ	T-D00A7	1
91810004	0	Structure of cavity of serous sac (body structure)	XUNeR	T-D00A8	1
91813002	0	External anatomical feature (body structure)	XUNeV	T-D00B0	1
91817001	0	Apex (external anatomical feature) (body structure)	XUNeZ	T-D00B4	1
91819003	0	Base (external anatomical feature) (body structure)	XUNeb	T-D00B6	1
91830000	0	Structure of body conduit (body structure)	XUNen	T-D00AB	1
91854005	0	Acute leukemia in remission (disorder)	XUNf9	DC-F4123	1
91855006	0	Acute leukemia, disease (disorder)	Xa9AM	DC-F4133	0
91858008	0	Acute monocytic leukemia in remission (disorder)	XUNfB	DC-F4333	0
91860005	0	Acute myeloid leukemia in remission (disorder)	XUNfC	DC-F4233	0
91861009	0	Acute myeloid leukemia, disease (disorder)	B650.	DC-F4223	0
93142004	0	Leukemia in remission (disorder)	XUNut	DC-F4103	1
93143009	0	Leukemia, disease (disorder)	XUNuu	DC-F4113	0
93432008	0	Drug-induced asthma (disorder)	X1023	D2-51040	0
93720005	0	Primary malignant neoplasm of bone marrow (disorder)	XUO3z	DC-F4003	0
94716000	0	Myeloid leukemia in remission (disorder)	XUOIT	DC-F4213	0
95436008	0	Lung consolidation (disorder)	Xa7u5	D2-50020	0
95896000	0	Protozoan infection (disorder)	XUOZU	DE-50090	0
96367001	0	Human insulin (substance)	XUOgE	C-A2203	1
102572006	0	Edema of lower extremity (finding)	Xa872	F-18440	0
102574007	0	Edema of leg (finding)	Xa2kw	F-18444	0
102905003	0	Absence of guilt (situation)	XSL51	F-92655	0
102932008	0	Fear of hypertension (finding)	XU0nJ	F-94682	1
102957003	0	Neurological finding (finding)	X75YQ	F-A0040	1
103379005	0	Procedural approach (qualifier value)	X90MT	G-D000	1
103613006	0	Needle track (morphologic abnormality)	XU0xB	M-14382	1
103626005	0	Diffuse inflammation (morphologic abnormality)	XU0xO	M-40007	1
103693007	0	Diagnostic procedure (procedure)	XU0yY	P0-00002	0
103708000	0	Diagnostic surgical procedure (procedure)	XU0yn	P1-00005	0
103713001	0	Replacement of catheter (procedure)	XU0yt	P1-05537	0
103715008	0	Removal of catheter (procedure)	X00Pg	P1-05539	0
103718005	0	Removal of stent (procedure)	XU0yx	P1-05554	0
103719002	0	Replacement of stent (procedure)	XU0yy	P1-05556	0
105427007	0	Divorced parents (family) (social concept)	13HB.	S-10200	1
105429005	0	Elderly parents (family) (person)	XU1So	S-10240	1
105490003	0	Overwork (finding)	X76Ab	S-20515	1
105590001	0	Substance (substance)	X90Dg	F-61002	1
105606008	0	Injury of musculoskeletal system (disorder)	Xa2YA	DD-100F7	0
105616000	0	Open wound of limb (disorder)	XSBjq	DD-330F8	0
105635000	0	Disease due to Retroviridae (disorder)	A798.	DE-360F8	0
105655004	0	Disease due to Trypanosomatidae (disorder)	XU1Vv	DE-550F9	0
105785002	0	Adhesive/bandage/suture, device (physical object)	XU1XZ	A-130F8	1
105788000	0	Probe/sound/bougie/airway, device (physical object)	XU1Xc	A-250F8	1
105789008	0	Cannula/tube/catheter, device (physical object)	XU1Xd	A-260F8	1
105794008	0	Scope/camera, device (physical object)	XU1Xi	A-2B0F8	1
105799003	0	Household device (physical object)	XU1Xm	A-400F1	1
105800004	0	Home/farm machine/tool, device (physical object)	XU1Xo	A-450F8	1
105818001	0	Sulfur AND/OR sulfur compound (substance)	Xa4gq	C-108F9	1
105904009	0	Type of drug preparation (qualifier value)	XU1Yq	C-505F9	1
105969002	0	Disorder of connective tissue (disorder)	XE1DE	D1-100F7	0
105981003	0	Disorder of cardiac function (disorder)	XU1ZY	D3-10020	1
106005003	0	Hypertension AND/OR vomiting complicating pregnancy childbirth AND/OR puerperium (disorder)	XU1Zs	D8-110F8	1
106028002	0	Musculoskeletal finding (finding)	X76g6	F-10000	0
106029005	0	Musculoskeletal function (observable entity)	XU1aE	F-10001	1
106048009	0	Respiratory finding (finding)	Xa05Y	F-200F1	0
106063007	0	Cardiovascular finding (finding)	XM02q	F-300F1	0
106064001	0	Cardiovascular pressure AND/OR pulse finding (finding)	XU1aW	F-310F8	1
106098005	0	Urinary system finding (finding)	XU1ay	F-700F1	0
106104001	0	Female reproductive finding (finding)	XU1b6	F-800F8	1
106126000	0	Emotional state finding (finding)	Ua16B	F-920F8	1
106147001	0	Sensory nervous system finding (finding)	XU1bS	F-A20F8	1
106148006	0	Sensory function (observable entity)	X75qW	F-A20F9	1
106181007	0	Immunologic substance (substance)	XU1bv	F-C00F1	1
106182000	0	Immune system finding (finding)	XU1bw	F-C00F9	1
106200001	0	Hematopoietic system finding (finding)	XU1c7	F-D00F1	0
106232001	0	Adjectival modifier (qualifier value)	XU1cZ	G-A0F8	1
106233006	0	Topographical modifier (qualifier value)	XU1ca	G-A1F8	1
106234000	0	General adjectival modifier (qualifier value)	XU1cb	G-A2F9	1
106237007	0	Linkage concept (linkage concept)	XU1cf	G-C000	1
106239005	0	Modifier mainly for procedure (qualifier value)	XU1cg	G-D2F8	1
106335002	0	Clerical/related worker (occupation)	XU1e4	J-30000	1
106342002	0	Computing machine operator (occupation)	XU1eD	J-34000	1
106343007	0	Bookkeeping/calculating machine operator (occupation)	XU1eE	J-34100	1
106351005	0	Receptionist/travel agency clerk (occupation)	XU1eL	J-39400	1
106541005	0	Worker (occupation)	XU1he	J-A0000	1
106544002	0	Family Enterobacteriaceae (organism)	X73JY	L-150F8	1
106575006	0	Phylum Zoomastigina (organism)	XU1hs	L-501F3	1
106576007	0	Order Kinetoplastida (organism)	XU1hu	L-501F7	1
106579000	0	Family Trypanosomatidae (organism)	XU1hy	L-504F9	1
106649002	0	Class Secernentea (organism)	XU1jL	L-551F5	1
106662003	0	Order Ascarida (organism)	XU1ja	L-562F7	1
106663008	0	Superfamily Ascaridoidea (organism)	XU1jb	L-562F9	1
106762008	0	Phylum arthropoda - arthropod (organism)	XU1lQ	L-600F1	1
106876000	0	Mollusk, jellyfish, sponge AND/OR echinoderm (organism)	XM0OH	L-700F1	1
106877009	0	Phylum Mollusca (organism)	Xa36X	L-700F3	1
107647005	0	Weight finding (finding)	XU20u	M-028F9	1
107658001	0	Mechanical abnormality (morphologic abnormality)	XU214	M-300F1	1
107666005	0	Fluid disturbance (morphologic abnormality)	XU217	M-360F8	1
107682006	0	Fibrosis AND/OR repair abnormality (morphologic abnormality)	XU21M	M-780F8	1
107733003	0	Introduction (procedure)	XU21b	P1-04FFF	0
107907001	0	Operative procedure on digestive system (procedure)	XU22d	P1-50010	0
107944001	0	Large intestine excision (procedure)	XU22u	P1-573F9	0
107957009	0	Operative procedure on digestive organ (procedure)	XU22y	P1-5A000	0
108021004	0	Operative procedure on male genitourinary system (procedure)	XU23Q	P1-70000	0
108034003	0	Urinary bladder excision (procedure)	XU23X	P1-743F9	0
108037005	0	Bladder destructive procedure (procedure)	XU23Z	P1-74CF9	0
108188006	0	Abdomen incision (procedure)	X813L	P1-B61F9	0
108189003	0	Abdomen excision (procedure)	XU24d	P1-B63F9	0
108193009	0	Abdomen destructive procedure (procedure)	XU24i	P1-B6C00	0
108217004	0	Interview, history AND/OR physical examination (procedure)	XU24r	P2-01200	0
108252007	0	Laboratory procedure (procedure)	XU25O	P3-00001	1
108305003	0	Physical rehabilitation therapy procedure (regime/therapy)	XU264	P7-900F7	1
108327007	0	Home care AND/OR social service (navigational concept)	XU26Q	PA-630F8	1
108367008	0	Dislocation of joint (disorder)	XA0CY	D1-22340	0
108369006	0	Neoplasm (morphologic abnormality)	XU26z	M-8FFFF	1
108427008	0	Phosphorated carbohydrate solution (substance)	XU27r	C-85837	1
108627004	0	Nedocromil (product)	x01EJ	C-B7082	1
108629001	0	Nedocromil sodium (substance)	XU2Aj	C-B7083	1
108860003	0	Mast cell stabilizer (product)	XU2Do	C-51017	1
108899006	0	Contraceptives (product)	XU2EN	C-B7100	1
110378009	0	Salmonella enterica (organism)	X73L4	L-17108	1
110406006	0	Effect of surgery (morphologic abnormality)	XU2cH	M-18950	1
110481003	0	Voluntary body piercing (life style)	XU2de	S-30071	1
110634007	0	Right uterine adnexa (body structure)	XU2gT	T-88902	0
110635008	0	Left uterine adnexa (body structure)	XU2gU	T-88904	0
110902000	0	Upper respiratory tract cytologic material (specimen)	XU2lX	T-EA512	0
110904004	0	Accessory sinus cytologic material (specimen)	XU2lZ	T-EA514	0
110969006	0	Cerebrospinal fluid cytologic material (specimen)	XU2mj	T-EA579	0
111064005	0	Sulfur compound (substance)	XU2oB	C-10810	1
111227009	0	Ankylosis of joint (disorder)	N085.	D1-22380	0
111273006	0	Acute respiratory disease (disorder)	XU2qp	D2-00001	0
111438007	0	Hypertension secondary to renal disease in obstetric context (disorder)	XU2sh	D8-11190	1
112638000	0	Displacement (morphologic abnormality)	XC07Q	M-31000	1
112697007	0	Operation on musculoskeletal system (procedure)	X6001	P1-10000	0
112698002	0	Operation on joint (procedure)	X604Q	P1-10002	0
112902005	0	Partial urinary cystectomy (procedure)	7B211	P1-74342	0
113192009	0	Skeletal system structure (body structure)	XS0Qb	T-11000	1
113193004	0	Structure of long bone (body structure)	XU3Fq	T-11016	1
113251008	0	Structure of left lower lobe anterior segmental bronchus (body structure)	XU3Gd	T-26720	1
113254000	0	Structure of interstitial tissue of lung (body structure)	XU3Gf	T-28780	1
113257007	0	Structure of cardiovascular system (body structure)	X74dF	T-30000	1
113262008	0	Thoracic aorta structure (body structure)	Xa1eJ	T-42070	1
113276009	0	Intestinal structure (body structure)	Xa1Fr	T-50500	1
113293009	0	Structure of left fallopian tube (body structure)	XU3HC	T-88020	0
113331007	0	Structure of endocrine system (body structure)	XM0QD	T-B00F1	1
113343008	0	Body organ structure (body structure)	XaF0T	T-D0060	1
113345001	0	Abdominal structure (body structure)	Xa1gd	T-D4000	1
115070006	0	Family Pseudomonadaceae (organism)	XU3hb	L-2F151	1
115107007	0	Family Streptococcaceae (organism)	XU3iJ	L-2F713	1
115166000	0	Kingdom Prokaryote (organism)	XU3jK	L-2F000	1
115172000	0	Subclass Gram-Negative Aerobic Rods (organism)	XU3jS	L-2F150	1
115173005	0	Subclass Facultatively Anaerobic Gram Negative Rods (organism)	XU3jT	L-2F160	1
115195009	0	Phylum Firmicutes (organism)	XU3jv	L-2F700	1
115196005	0	Subclass Gram Positive Cocci (organism)	XU3jw	L-2F710	1
115668003	0	Biological substance (substance)	XU3s4	C-300F2	1
115669006	0	Substance categorized by physical state (substance)	XU3s5	C-1000A	1
115986002	0	Domestic mammal (organism)	XU3xb	L-8002B	1
116003000	0	Structure of immune system (body structure)	XU9ED	T-C0103	1
116004006	0	Hollow viscus (body structure)	XU3xu	T-D0067	1
116005007	0	Parenchymatous viscus (body structure)	XU3xv	T-D0068	1
116159008	0	Upper aerodigestive tract cytologic material (specimen)	XU40G	T-EA586	0
116177003	0	Inhaled gas (substance)	XU40b	T-20440	1
116208002	0	Abscess of wound (morphologic abnormality)	XU414	M-41625	1
116223007	0	Complication (disorder)	XU41K	DD-60001	1
116273005	0	Dietary substance (substance)	Xa4gS	C-F0002	1
116280007	0	Heterocyclic compound (substance)	XU427	C-10095	1
116307009	0	Finding of upper limb (finding)	Xa71M	F-17000	0
116308004	0	Finding of shoulder region (finding)	Xa71m	F-17002	0
116312005	0	Finding of lower limb (finding)	Xa79F	F-18008	0
116313000	0	Finding of hip region (finding)	Xa79P	F-18201	0
116314006	0	Finding of knee region (finding)	Xa7Av	F-18601	0
